layer,tile_type,max_relative,min_relative,average_relative,geometry_format,element_count,std_dev
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,1.6693391733879723,0.0,0.0005759054883702134,LINE,9,0.025071345620368668
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,1.655072274428369,0.0,0.000543437052185986,SQUARE,11,0.025334839175962194
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,4.970003444107609,0.0,0.0006167964809223893,LINE,2,0.05184336944337098
1,reports_tile_random,2.451282055484717,0.0,0.0010328684908294523,SQUARE,12,0.03891573632733907
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,15.262748589217306,0.0,0.0059383139591690295,SQUARE,65,0.20212782016794958
1,reports_tile_random,1.2181727104165813e+38,0.0,1.885753916875683e+34,LINE,5,1.3809174828672588e+36
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,4.292552537257693,0.0,0.0008478489691180506,LINE,6,0.05138478501044059
1,reports_tile_random,5.144503166429142,0.0,0.002190157605154924,SQUARE,14,0.08337682990418194
1,reports_tile_random,0.717443720561876,0.0,0.00022384049592556125,SQUARE,37,0.009526165848219149
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,4.123338409802664,0.0,0.0024006879989354455,SQUARE,65,0.06486423135140351
1,reports_tile_random,4.379600127185254,0.0,0.001919260087498026,SQUARE,59,0.06290768024006156
1,reports_tile_random,5.983806835191568,0.0,0.0008415711420987665,LINE,5,0.06290671926027634
1,reports_tile_random,4.379600127185254,0.0,0.0019387368463898128,SQUARE,59,0.06299617385233568
1,reports_tile_random,0.3148734173795815,0.0,9.02345759327522e-05,LINE,4,0.004605992836176514
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,5.335072657337227,0.0,0.0032416538535698218,SQUARE,31,0.0959424154001766
1,reports_tile_random,0.23765875141726966,0.0,2.5090669666666966e-05,LINE,2,0.0024417997226159074
1,reports_tile_random,16.39181279035351,0.0,0.004713528884693265,SQUARE,66,0.1850321203762676
1,reports_tile_random,4.379600127185254,0.0,0.0019387368463898128,SQUARE,59,0.06299617385233568
1,reports_tile_random,4.127179233967061,0.0,0.002774255320196745,SQUARE,63,0.07504434992470976
1,reports_tile_random,4.339222906488987,0.0,0.0004659151198058309,LINE,3,0.04458606999298902
1,reports_tile_random,0.717443720561876,0.0,0.0002433175875621402,SQUARE,63,0.010097304838966623
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,1.020047047398624,0.0,0.00033420828480344543,SQUARE,12,0.013918581118543265
1,reports_tile_random,1.0337971072722043,0.0,0.0003172624587805935,SQUARE,13,0.014106046568504423
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,1.1066712911951444,0.0,0.0004706781658057401,LINE,8,0.018889632932822628
1,reports_tile_random,17.30726624930501,0.0,0.004823833483431228,SQUARE,40,0.19869109045741307
1,reports_tile_random,2.5598519429697046,0.0,0.0004161106764602726,LINE,4,0.02779404019196872
1,reports_tile_random,4.2691157729143185,0.0,0.002296832380000583,SQUARE,64,0.06474177972241223
1,reports_tile_random,0.717443720561876,0.0,0.00025925663546341504,SQUARE,38,0.01054872618671927
1,reports_tile_random,0.717443720561876,0.0,0.0002433175875621402,SQUARE,63,0.010097304838966623
1,reports_tile_random,4.533522126423725,0.0,0.0030398996972947553,SQUARE,66,0.07857161842985788
1,reports_tile_random,1.655072274428369,0.0,0.000386022915682843,SQUARE,12,0.019024856392478282
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,1.9683384478869779,0.0,0.0006823589470159373,SQUARE,12,0.026655983874967086
1,reports_tile_random,1.8727693033888935e+38,0.0,1.077134612634532e+35,SQUARE,56,3.160900637374959e+36
1,reports_tile_random,2.379920942541247e-07,0.0,8.806757173415274e-11,LINE,8,3.814347654206531e-09
1,reports_tile_random,4.379600127185254,0.0,0.001919260087498026,SQUARE,59,0.06290768024006156
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,5.0050930189296565,0.0,0.003417866311984795,SQUARE,65,0.09623314517711797
1,reports_tile_random,0.717443720561876,0.0,0.00025925663546341504,SQUARE,38,0.01054872618671927
1,reports_tile_random,1.5948716341983564,0.0,0.00033878844127456,SQUARE,7,0.01955912991323047
1,reports_tile_random,1.6804086980035615,0.0,0.0002561350642810668,LINE,6,0.01763585899273861
1,reports_tile_random,4.705489998844144,0.0,0.0024719832685570473,SQUARE,63,0.06805456600045125
1,reports_tile_random,21.813912517662036,0.0,0.003388505609915447,LINE,8,0.23355509615440964
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,0.717443720561876,0.0,0.0002433175875621402,SQUARE,63,0.010097304838966623
1,reports_tile_random,0.23993337958922234,0.0,3.2953871841832955e-05,SQUARE,28,0.002574296094682686
1,reports_tile_random,4.379600127185254,0.0,0.0019387368463898128,SQUARE,59,0.06299617385233568
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,4.031751736775149,0.0,0.0006318189405892776,SQUARE,6,0.04293056851425995
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,0.4901965434607667,0.0,0.00013031066632249717,LINE,4,0.007008315553121558
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,0.23993337958922234,0.0,3.2953871841832955e-05,SQUARE,28,0.002574296094682686
1,reports_tile_random,0.717443720561876,0.0,0.00025925663546341504,SQUARE,38,0.01054872618671927
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,1.6584663473747971,0.0,0.0004419612331049746,SQUARE,12,0.019792611825290254
1,reports_tile_random,0.1957122153120352,0.0,2.0662519324933873e-05,SQUARE,27,0.002010824467498934
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,0.8592209934363657,0.0,0.0005508777008733722,SQUARE,14,0.01793252056607053
1,reports_tile_random,3.006208613720231,0.0,0.0005038143426362076,LINE,5,0.034244220804726326
1,reports_tile_random,4.379600127185254,0.0,0.0019387368463898128,SQUARE,59,0.06299617385233568
1,reports_tile_random,2.2539277669748067e+38,0.0,7.339722879682824e+34,SQUARE,65,2.8104008197553213e+36
1,reports_tile_random,0.57055584560298,0.0,6.040949227691221e-05,LINE,2,0.005862138251354339
1,reports_tile_random,1.3543058943896429,0.0,0.0003889336959196131,SQUARE,6,0.018999081953033035
1,reports_tile_random,0.23993337958922234,0.0,3.2953871841832955e-05,SQUARE,28,0.002574296094682686
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,1.501659221171555,0.0,0.0004669170743486122,SQUARE,12,0.01853330609988245
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,0.19061883136184243,0.0,6.8690157519874e-05,SQUARE,6,0.003220078335772493
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,7.928298098800812,0.0,0.0030263584019259576,SQUARE,65,0.11582059628130167
1,reports_tile_random,3.1813024846078832,0.0,0.0026684218088789536,SQUARE,69,0.06214298703651181
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,2.1441195633602144,0.0,0.00035049556852826655,LINE,6,0.022735981104154243
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,1.512069511289854,0.0,0.0003132514463183604,LINE,7,0.01735677549614233
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,42.26175084433531,0.0,0.008159847159106655,SQUARE,36,0.4515119317707861
1,reports_tile_random,3.700643884396529,0.0,0.001986056590453422,SQUARE,55,0.06009342635628697
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,0.717443720561876,0.0,0.00025925663546341504,SQUARE,38,0.01054872618671927
1,reports_tile_random,3.3843335689445597,0.0,0.002503589157306009,SQUARE,32,0.06134994788588159
1,reports_tile_random,0.717443720561876,0.0,0.0002433175875621402,SQUARE,63,0.010097304838966623
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,14.564399083467643,0.0,0.004897196647964317,SQUARE,60,0.17099218160604743
1,reports_tile_random,0.717443720561876,0.0,0.0002433175875621402,SQUARE,63,0.010097304838966623
1,reports_tile_random,2.451282055484717,0.0,0.0008380937020701002,SQUARE,12,0.03447259161783887
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,5.397445888961933,0.0,0.0010552318243023618,LINE,6,0.06339086053175416
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,4.379600127185254,0.0,0.001925261123824642,SQUARE,60,0.06290225661845691
1,reports_tile_random,5.029731746508657,0.0,0.00355667049704944,SQUARE,40,0.09365803888561314
1,reports_tile_random,0.717443720561876,0.0,0.0002433175875621402,SQUARE,63,0.010097304838966623
1,reports_tile_random,4.530513341321698,0.0,0.002406386032072915,SQUARE,63,0.07228392754722963
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,4.480357544455215,0.0,0.004256297783913234,SQUARE,53,0.08730782248058287
1,reports_tile_random,0.19957189257997543,0.0,2.1861589835842274e-05,SQUARE,28,0.0020519188136758062
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,4.484964480849195,0.0,0.002689212570133642,SQUARE,64,0.07579905795425296
1,reports_tile_random,0.34796188333601386,0.0,8.050961049028949e-05,SQUARE,6,0.004309803926679553
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,15.262748589217306,0.0,0.0059288528480309615,SQUARE,65,0.20213251858070339
1,reports_tile_random,42.26175084433531,0.0,0.008159847159106655,SQUARE,36,0.4515119317707861
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,3.006208613720231,0.0,0.0005006240605901202,LINE,4,0.034227438062813836
1,reports_tile_random,0.717443720561876,0.0,0.00022384049592556125,SQUARE,37,0.009526165848219149
1,reports_tile_random,1.512069511289854,0.0,0.00038857516677262745,LINE,6,0.019407327417296734
1,reports_tile_random,4.480357544455215,0.0,0.0008296543630129388,SQUARE,12,0.04810557739492738
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,2.6864688049478103,0.0,0.0008421734280900029,SQUARE,28,0.03594332312466567
1,reports_tile_random,0.2479390590216517,0.0,4.888947513870941e-05,LINE,2,0.003372578564787746
1,reports_tile_random,4.031751736775149,0.0,0.0006903238796608222,LINE,5,0.043499781646519145
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,1.1906286722091526,0.0,0.00043846371630578774,SQUARE,12,0.01741350089576013
1,reports_tile_random,8.512998025437806,0.0,0.004029462077754027,SQUARE,67,0.11590007515529126
1,reports_tile_random,5.41563608774655,0.0,0.003544103706565481,SQUARE,65,0.10043324771690228
1,reports_tile_random,0.8039484602576599,0.0,0.0001317027409407879,SQUARE,4,0.008681523533399179
1,reports_tile_random,0.717443720561876,0.0,0.00025925663546341504,SQUARE,38,0.01054872618671927
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,4.127179233967061,0.0,0.002774255320196745,SQUARE,63,0.07504434992470976
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,0.8169042059676763,0.0,0.00019605520130191016,LINE,3,0.011539727239833309
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,0.717443720561876,0.0,0.0002433172548173479,SQUARE,37,0.010097304846980563
1,reports_tile_random,15.262748589217306,0.0,0.0059383139591690295,SQUARE,65,0.20212782016794958
1,reports_tile_random,0.717443720561876,0.0,0.0002433175875621402,SQUARE,63,0.010097304838966623
1,reports_tile_random,6.049410380504126,0.0,0.0051767297047841335,SQUARE,68,0.11853761155826131
1,reports_tile_random,1.512069511289854,0.0,0.00029804496141501175,LINE,5,0.017293833457906003
1,reports_tile_random,5.828356961501413e-07,0.0,3.3274479230519186e-10,SQUARE,26,9.313272310311588e-09
1,reports_tile_random,4.379600127185254,0.0,0.0019387368463898128,SQUARE,59,0.06299617385233568
2,reports_tile_zero,4.649160151229509,0.0,0.000549447011646388,SQUARE,40,0.04197572449373802
2,reports_tile_zero,17.950233390330503,0.0,0.002023437979901523,SQUARE,40,0.16168132179229208
2,reports_tile_zero,1.1541546750355467,0.0,0.00014624287392811492,SQUARE,40,0.010542405531006995
2,reports_tile_zero,1.3636885533016652,0.0,0.00022964260908328512,SQUARE,32,0.012528083734292155
2,reports_tile_zero,4.649160151229509,0.0,0.000549447011646388,SQUARE,40,0.04197572449373802
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,0.00013946154961907986,0.0,5.156647408010452e-08,LINE,8,2.378835734782253e-06
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.00030398965813094314,0.0,3.6827182818848966e-08,SQUARE,34,2.923796889715057e-06
2,reports_tile_max,0.002980574377210443,0.0,4.2011675838408865e-07,LINE,8,2.8394202007179846e-05
2,reports_tile_max,0.019481342453023798,0.0,1.5599783426726658e-06,LINE,2,0.00017393529775892023
2,reports_tile_max,0.0057685595063080575,0.0,1.255838437116122e-06,SQUARE,72,6.914057793069293e-05
2,reports_tile_max,0.002767528370000605,0.0,7.054564961912584e-07,SQUARE,72,3.2088446920486555e-05
2,reports_tile_max,0.0003846950253090231,0.0,9.07841235116712e-08,SQUARE,16,4.386598634194708e-06
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.0003489065860553531,0.0,8.487365074847527e-08,SQUARE,16,3.6567345729177565e-06
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.0004679387718817818,0.0,8.8230513306807e-08,SQUARE,71,4.718671048165325e-06
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,0.011379514839638283,0.0,9.456365685188339e-07,SQUARE,16,0.00010160838071353303
2,reports_tile_max,0.0004679387718817818,0.0,8.8230513306807e-08,SQUARE,71,4.718671048165325e-06
2,reports_tile_max,0.038414783347224146,0.0,2.618139463778244e-05,SQUARE,71,0.0006395558929117151
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,0.00024275097455250805,0.0,1.0149426744947316e-07,SQUARE,16,3.927169103790529e-06
2,reports_tile_max,0.002767528370000605,0.0,6.87880314722553e-07,SQUARE,71,3.200901651501634e-05
2,reports_tile_max,0.00017119868057213772,0.0,9.31393218213274e-08,SQUARE,16,3.1745324370585796e-06
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.00012703880026765368,0.0,1.2165680278846074e-08,LINE,2,1.1569546570407644e-06
2,reports_tile_max,2.5041264680767843,0.0,0.00023585883177107186,SQUARE,72,0.022382996659285545
2,reports_tile_max,153713480.17597377,0.0,16277.521799941853,SQUARE,16,1378766.5990543622
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,9.74642501372358e-07,0.0,2.4200829849886385e-10,LINE,8,1.2767475239550136e-08
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.0005517145280886648,0.0,1.45669379955179e-07,SQUARE,40,7.161368066588373e-06
2,reports_tile_max,1.4679211669138885,0.0,0.0002446362353133587,SQUARE,71,0.016456969283525365
2,reports_tile_max,0.00017119868057213772,0.0,9.817233985409432e-08,SQUARE,17,3.247923655980989e-06
2,reports_tile_max,0.0001450957177357992,0.0,4.808894978654567e-08,LINE,8,2.2800684135751075e-06
2,reports_tile_max,0.02211519073545687,0.0,2.69230126454904e-06,SQUARE,34,0.0002230298513646521
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.0057685595063080575,0.0,1.255838437116122e-06,SQUARE,72,6.914057793069293e-05
2,reports_tile_max,1.5124466474043148,0.0,0.0001644100932263796,SQUARE,72,0.013577192914230096
2,reports_tile_max,0.005707640146199511,0.0,7.581687893196542e-07,SQUARE,40,5.1666392994538716e-05
2,reports_tile_max,0.0004679387718817818,0.0,8.8230513306807e-08,SQUARE,71,4.718671048165325e-06
2,reports_tile_max,0.0004679387718817818,0.0,1.0951672629246457e-07,SQUARE,40,5.284903700987916e-06
2,reports_tile_max,0.014804177479838643,0.0,1.2453152347403768e-06,SQUARE,16,0.000132193868995635
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,0.0004679387718817818,0.0,8.806853626905966e-08,SQUARE,39,4.7502085963131745e-06
2,reports_tile_max,0.0004679387718817818,0.0,8.8230513306807e-08,SQUARE,71,4.718671048165325e-06
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,7.859991728698112e-05,0.0,9.3863917885228e-09,SQUARE,33,7.411522672415555e-07
2,reports_tile_max,2.0069846220396164,0.0,0.0003413576484987736,SQUARE,71,0.021427668092147256
2,reports_tile_max,0.011941467118243398,0.0,1.2087434509304333e-06,SQUARE,72,0.00010690807005564085
2,reports_tile_max,0.8245354522372192,0.0,9.110844290589072e-05,SQUARE,72,0.007393615502299471
2,reports_tile_max,0.02211519073545687,0.0,2.69230126454904e-06,SQUARE,34,0.0002230298513646521
2,reports_tile_max,0.0004679387718817818,0.0,8.806853626905966e-08,SQUARE,39,4.7502085963131745e-06
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.004102052277305979,0.0,8.11148226165752e-07,SQUARE,72,3.906440784210055e-05
2,reports_tile_max,0.004553280192793219,0.0,1.059698651141096e-06,SQUARE,71,5.362617877624745e-05
2,reports_tile_max,0.0717256548639218,0.0,8.810967232483453e-06,SQUARE,40,0.0007237472390915082
2,reports_tile_max,0.0635107873895222,0.0,1.896728581470171e-05,SQUARE,72,0.0007043318836597778
2,reports_tile_max,0.0005478953519911789,0.0,1.7882298763434765e-07,SQUARE,16,8.098729636740564e-06
2,reports_tile_max,0.008041657376863132,0.0,7.933199656761155e-07,SQUARE,16,7.212189149897858e-05
2,reports_tile_max,0.0008791417019096137,0.0,1.855330432841053e-07,SQUARE,40,9.892521296106943e-06
2,reports_tile_max,2.5041264680767843,0.0,0.00023585883177107186,SQUARE,72,0.022382996659285545
2,reports_tile_max,0.011719250055677644,0.0,2.80225473354043e-06,SQUARE,63,0.00015279385361621306
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,2.5041264680767843,0.0,0.00023585883177107186,SQUARE,72,0.022382996659285545
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,7.717214477542811e-05,0.0,9.287590145599877e-09,LINE,2,7.733099483949768e-07
2,reports_tile_max,0.0008791417019096137,0.0,1.855330432841053e-07,SQUARE,40,9.892521296106943e-06
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,237026395.64174587,0.0,126519.5936088589,LINE,8,5065990.577924844
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,0.3895030152812131,0.0,8.794912228933024e-05,SQUARE,71,0.004849225476309017
2,reports_tile_max,0.0004679387718817818,0.0,1.0653896605603497e-07,SQUARE,39,4.92047797264762e-06
2,reports_tile_max,0.002767528370000605,0.0,6.87880314722553e-07,SQUARE,71,3.200901651501634e-05
2,reports_tile_max,0.008932452650713074,0.0,9.613258834534193e-07,SQUARE,72,8.01044846401029e-05
2,reports_tile_max,0.00023756071187619465,0.0,6.540130192979233e-08,LINE,8,3.1398229827122032e-06
2,reports_tile_max,2.6363791129080383e-05,0.0,2.7663605353794637e-09,SQUARE,16,2.3812582585578073e-07
2,reports_tile_max,0.011120046097381486,0.0,1.036152073016276e-06,SQUARE,23,9.951421922428828e-05
2,reports_tile_max,0.008932452650713074,0.0,9.613258834534193e-07,SQUARE,72,8.01044846401029e-05
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.0004679387718817818,0.0,8.8230513306807e-08,SQUARE,71,4.718671048165325e-06
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,0.008932452650713074,0.0,9.613258834534193e-07,SQUARE,72,8.01044846401029e-05
2,reports_tile_max,0.0004679387718817818,0.0,2.0145469444383245e-07,SQUARE,55,6.799046489087887e-06
2,reports_tile_max,0.002767528370000605,0.0,7.477242313468498e-07,SQUARE,71,3.2142410999518624e-05
2,reports_tile_max,0.00017119868057213772,0.0,9.31393218213274e-08,SQUARE,16,3.1745324370585796e-06
2,reports_tile_max,0.021890997670069412,0.0,4.359939326448583e-06,SQUARE,32,0.00023960114494237227
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.005352362266415112,0.0,7.531297421978378e-07,SQUARE,40,4.854485802982882e-05
2,reports_tile_max,0.00062170630725078,0.0,1.9075940452306013e-07,LINE,8,8.858384852099149e-06
2,reports_tile_max,0.016285122196133095,0.0,1.5829692047322983e-06,SQUARE,24,0.0001457138798639792
2,reports_tile_max,0.0004679387718817818,0.0,8.51124557198705e-08,SQUARE,39,4.712696085136301e-06
2,reports_tile_max,0.023411971337766624,0.0,1.935176151661343e-06,SQUARE,16,0.00020904826220542085
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.009445148351043153,0.0,1.3689275810295127e-06,SQUARE,72,8.615578958591014e-05
2,reports_tile_max,0.00029618421426991226,0.0,3.587688460444704e-08,SQUARE,34,2.845798447842458e-06
2,reports_tile_max,0.00014991841454992105,0.0,3.980659486356587e-08,LINE,8,1.8913227438564346e-06
2,reports_tile_max,2.6363791129080383e-05,0.0,3.1180575869365073e-09,SQUARE,32,2.3850123901402053e-07
2,reports_tile_max,0.011719250055677644,0.0,2.198409541795758e-06,SQUARE,71,0.0001449947874799441
